packet_id,status,fcs,det_start,pred_start,win_start,timing_metric,timing_peaks,cfo_hz,cfo_peaks_used,cfo_skipped_peaks,cfo_fit_first_peak,cfo_fit_last_peak,sfd_metric,ns_sfd_metric,ns_sfd_start,phr_len,phr_unc,payload_n,t_total_us,t_timing_us,t_cfo_us,t_sfd_us,t_cir_us,t_ns_sfd_us,t_phr_us,t_payload_us,t_queue_us,t_demod_lat_us,t_wall_lat_us,t_cir_est_us,t_cir_soft_us,t_cir_post_us
0,success,True,4798359,4798588,4757963,0.3212985396385193,64,1720.9350701711392,40,24,4823758,4863382,0.8961600065231323,0.9504836201667786,32512,54,False,54,8889.0,2183.0,818.0,4502.0,1276.0,51.0,12.0,47.0,33.0,8894.0,8927.0,40.0,955.0,280.0
1,success,True,9790424,9790588,9749963,0.29171639680862427,64,1795.693360729696,40,24,9815823,9855447,0.8166065216064453,0.9500027298927307,32512,54,False,54,8989.0,2255.0,834.0,4521.0,1274.0,48.0,12.0,45.0,27.0,8993.0,9021.0,41.0,934.0,297.0
2,success,True,14782497,14782588,14741963,0.30492261052131653,64,1767.4115250314783,40,24,14807896,14847520,0.8733616471290588,0.9495673775672913,32512,54,False,54,7944.0,2104.0,337.0,4431.0,963.0,41.0,12.0,56.0,22.0,7947.0,7970.0,41.0,752.0,167.0
3,success,True,19774497,19774588,19733963,0.28618699312210083,64,1718.4283072321393,40,24,19799896,19839520,0.7991725206375122,0.9502339363098145,32512,54,False,54,8127.0,2210.0,297.0,4511.0,994.0,44.0,12.0,59.0,1197.0,8131.0,9328.0,49.0,789.0,154.0
4,success,True,24766628,24766588,24725963,0.31530120968818665,64,1561.5911957362514,40,24,24792027,24831651,0.9021921157836914,0.9498761892318726,32512,54,False,54,9803.0,2233.0,837.0,4604.0,2022.0,51.0,11.0,45.0,57.0,9807.0,9865.0,39.0,1479.0,501.0
5,success,True,29758677,29758588,29717963,0.31691214442253113,64,1977.996433560789,40,24,29784076,29823700,0.8852660059928894,0.9500508904457092,32512,54,False,54,7961.0,2089.0,298.0,4438.0,1012.0,44.0,12.0,68.0,23.0,7967.0,7991.0,44.0,813.0,153.0
6,success,True,34750607,34750588,34709963,0.27035945653915405,64,1858.8652158810874,40,24,34776006,34815630,0.77507483959198,0.9501811265945435,32512,54,False,54,8226.0,2241.0,330.0,4568.0,976.0,42.0,12.0,57.0,35.0,8230.0,8266.0,44.0,776.0,153.0
7,success,True,39742706,39742588,39701963,0.317039430141449,64,1659.5075240422873,40,24,39768105,39807729,0.8975149989128113,0.9502597451210022,32512,54,False,54,8022.0,2207.0,301.0,4431.0,975.0,42.0,21.0,45.0,29.0,8025.0,8055.0,42.0,778.0,153.0
8,success,True,44734707,44734588,44693963,0.30354905128479004,64,1652.4716272915855,40,24,44760106,44799730,0.8571189641952515,0.9502260684967041,32512,54,False,54,7982.0,2112.0,296.0,4433.0,1032.0,42.0,22.0,45.0,27.0,7986.0,8013.0,43.0,808.0,178.0
9,success,True,49726818,49726588,49685963,0.27143365144729614,64,1810.0551930699846,40,24,49752217,49791841,0.7861024737358093,0.9501979947090149,32512,54,False,54,8143.0,2263.0,331.0,4451.0,980.0,41.0,11.0,66.0,23.0,8150.0,8173.0,45.0,781.0,153.0
