packet_id,status,fcs,det_start,pred_start,win_start,timing_metric,timing_peaks,cfo_hz,cfo_peaks_used,cfo_skipped_peaks,cfo_fit_first_peak,cfo_fit_last_peak,sfd_metric,ns_sfd_metric,ns_sfd_start,phr_len,phr_unc,payload_n,t_total_us,t_timing_us,t_cfo_us,t_sfd_us,t_cir_us,t_ns_sfd_us,t_phr_us,t_payload_us,t_queue_us,t_demod_lat_us,t_wall_lat_us,t_cir_est_us,t_cir_soft_us,t_cir_post_us
31,timing_failed,False,-1,159550588,159509963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1697.0,1697.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1698.0,1726.0,0.0,0.0,0.0
32,success,True,164543766,164542588,164501963,0.32524269819259644,64,2012.8090380819299,40,24,164569165,164608789,0.8772292137145996,0.953386664390564,32512,54,False,54,8435.0,2018.0,340.0,4962.0,997.0,42.0,29.0,47.0,26.0,8439.0,8466.0,48.0,788.0,158.0
33,success,True,169535818,169534588,169493963,0.318742573261261,64,2124.107497486356,40,24,169561217,169600841,0.8816326260566711,0.9536719918251038,32512,54,False,54,7961.0,2024.0,294.0,4530.0,973.0,61.0,14.0,65.0,29.0,7966.0,7996.0,43.0,775.0,153.0
34,timing_failed,False,-1,174526588,174485963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1706.0,1706.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1707.0,1738.0,0.0,0.0,0.0
35,timing_failed,False,-1,179518588,179477963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1772.0,1772.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1773.0,1799.0,0.0,0.0,0.0
36,success,True,184511930,184510588,184469963,0.26326945424079895,64,1844.6232228410875,40,24,184537329,184576953,0.7721424102783203,0.9479020237922668,32512,54,False,54,16576.0,1982.0,299.0,4475.0,9689.0,54.0,30.0,47.0,200.0,16581.0,16781.0,42.0,9452.0,192.0
37,success,True,189504022,189502588,189461963,0.3152751624584198,64,1890.0411659538493,40,24,189529421,189569045,0.8855559825897217,0.9549270868301392,32512,54,False,54,7982.0,2102.0,294.0,4421.0,1043.0,44.0,12.0,66.0,26.0,7987.0,8014.0,42.0,834.0,165.0
38,success,True,194496022,194494588,194453963,0.3098526895046234,64,1981.7069092324218,40,24,194521421,194561045,0.8664206266403198,0.9551753997802734,32512,54,False,54,7885.0,1978.0,294.0,4516.0,978.0,42.0,30.0,47.0,29.0,7889.0,7918.0,42.0,781.0,152.0
39,success,True,199488047,199486588,199445963,0.27937051653862,64,1845.122228149841,40,24,199513446,199553070,0.7843265533447266,0.9554620385169983,32512,54,False,54,10891.0,2016.0,319.0,7032.0,1405.0,42.0,30.0,47.0,30.0,10895.0,10925.0,44.0,1207.0,152.0
40,success,True,204480113,204478588,204437963,0.3081550598144531,64,2101.790001943227,40,24,204505512,204545136,0.9087983965873718,0.9554299712181091,32512,54,False,54,7823.0,1982.0,293.0,4476.0,958.0,41.0,27.0,46.0,1365.0,7828.0,9193.0,38.0,759.0,160.0
41,payload_failed,False,209472154,209470588,209429963,0.2716086804866791,64,2189.3322832689582,40,24,209497552,209537176,0.7642070055007935,0.8275882005691528,32512,54,False,0,16996.0,2020.0,329.0,4707.0,9472.0,43.0,12.0,413.0,33.0,17000.0,17034.0,39.0,9233.0,198.0
42,success,True,214464208,214462588,214421963,0.28695905208587646,64,1713.6099819604706,40,24,214489607,214529231,0.8615644574165344,0.9557881355285645,32512,54,False,54,7924.0,2101.0,295.0,4446.0,967.0,41.0,11.0,63.0,35.0,7928.0,7964.0,41.0,772.0,152.0
43,success,True,219456235,219454588,219413963,0.3025202751159668,64,1868.005592688485,40,24,219481634,219521258,0.870273232460022,0.9559958577156067,32512,54,False,54,8033.0,1940.0,295.0,4735.0,949.0,41.0,11.0,62.0,29.0,8037.0,8066.0,42.0,755.0,151.0
44,success,True,224448225,224446588,224405963,0.2947719991207123,64,1744.0507857561147,40,24,224473624,224513248,0.8185542225837708,0.956290066242218,32512,54,False,54,7923.0,2091.0,295.0,4443.0,967.0,41.0,11.0,75.0,30.0,7926.0,7956.0,39.0,775.0,152.0
45,success,True,229440306,229438588,229397963,0.31198498606681824,64,1829.7782283131291,40,24,229465705,229505329,0.8904398679733276,0.9564995169639587,32512,54,False,54,7857.0,1974.0,297.0,4492.0,989.0,41.0,9.0,55.0,28.0,7863.0,7892.0,39.0,796.0,153.0
46,timing_failed,False,-1,234430588,234389963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1703.0,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1704.0,1734.0,0.0,0.0,0.0
47,timing_failed,False,-1,239422588,239381963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1718.0,1718.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1718.0,1748.0,0.0,0.0,0.0
48,success,True,244416448,244414588,244373963,0.32992199063301086,64,1762.2446366804552,40,24,244441847,244481471,0.9059934020042419,0.956539511680603,32512,54,False,54,8804.0,2030.0,292.0,5364.0,999.0,42.0,13.0,64.0,534.0,8807.0,9342.0,53.0,792.0,152.0
49,timing_failed,False,-1,249406588,249365963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1800.0,1800.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1801.0,1830.0,0.0,0.0,0.0
50,success,True,254400481,254398588,254357963,0.3075617253780365,64,2144.4411748384564,40,24,254425880,254465504,0.8857445120811462,0.9570493698120117,32512,54,False,54,7835.0,2030.0,293.0,4432.0,961.0,42.0,30.0,47.0,29.0,7839.0,7868.0,45.0,760.0,154.0
51,success,True,259392524,259390588,259349963,0.32288122177124023,64,2157.4935740838587,40,24,259417923,259457547,0.9102086424827576,0.9573398232460022,32512,54,False,54,7953.0,2141.0,292.0,4430.0,974.0,41.0,29.0,46.0,64.0,7958.0,8022.0,41.0,779.0,152.0
52,success,True,264384581,264382588,264341963,0.28254082798957825,64,2088.4625434025006,40,24,264409980,264449604,0.8183398842811584,0.9575890898704529,32512,54,False,54,8056.0,2206.0,301.0,4479.0,963.0,42.0,10.0,55.0,30.0,8059.0,8090.0,46.0,764.0,151.0
53,timing_failed,False,-1,269374588,269333963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1746.0,1746.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1747.0,1772.0,0.0,0.0,0.0
54,success,True,274368724,274366588,274325963,0.3222634792327881,64,2142.6307501444458,40,24,274394123,274433747,0.9038310050964355,0.9570063948631287,32512,54,False,54,8061.0,2135.0,297.0,4488.0,1013.0,42.0,11.0,75.0,36.0,8066.0,8103.0,54.0,801.0,156.0
55,success,True,279360744,279358588,279317963,0.3115842342376709,64,1837.5379014450223,40,24,279386143,279425767,0.8729575872421265,0.9575421214103699,32512,54,False,54,7834.0,1983.0,293.0,4444.0,995.0,42.0,12.0,65.0,28.0,7838.0,7867.0,43.0,787.0,163.0
56,timing_failed,False,-1,284350588,284309963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1744.0,1744.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,1745.0,1775.0,0.0,0.0,0.0
57,success,True,289344776,289342588,289301963,0.31664884090423584,64,1622.2781702639127,40,24,289370175,289409799,0.9041367769241333,0.957480788230896,32512,54,False,54,8053.0,2114.0,295.0,4554.0,976.0,41.0,10.0,63.0,28.0,8057.0,8086.0,46.0,776.0,152.0
58,success,True,294336832,294334588,294293963,0.2784252464771271,64,2043.743789912428,40,24,294362231,294401855,0.794678270816803,0.9581580758094788,32512,54,False,54,8484.0,2555.0,320.0,4509.0,995.0,41.0,20.0,44.0,26.0,8490.0,8516.0,41.0,783.0,170.0
59,success,True,299328915,299326588,299285963,0.31972602009773254,64,1808.2008209773826,40,24,299354314,299393938,0.9077209234237671,0.9582343697547913,32512,54,False,54,7933.0,2079.0,295.0,4455.0,982.0,42.0,29.0,51.0,27.0,7937.0,7965.0,44.0,785.0,151.0
60,success,True,304320944,304318588,304277963,0.2801245450973511,64,2130.854299723136,40,24,304346343,304385967,0.7905623316764832,0.9580571055412292,32512,54,False,54,14968.0,4449.0,301.0,9084.0,1015.0,42.0,29.0,48.0,33.0,14973.0,15006.0,44.0,814.0,154.0
61,success,True,309313010,309310588,309269963,0.31667590141296387,64,1812.857287249803,40,24,309338409,309378033,0.8877381682395935,0.9586387276649475,32512,54,False,54,8072.0,2088.0,310.0,4548.0,1008.0,42.0,12.0,64.0,31.0,8077.0,8109.0,43.0,810.0,152.0
62,success,True,314305075,314302588,314261963,0.3149441182613373,64,2315.5642157325333,40,24,314330474,314370098,0.9095515608787537,0.9578761458396912,32512,54,False,54,7925.0,2090.0,295.0,4464.0,957.0,42.0,12.0,65.0,32.0,7929.0,7961.0,44.0,759.0,152.0
63,success,True,319297043,319294588,319253963,0.267245352268219,64,1751.2009785364633,40,24,319322442,319362066,0.7794880270957947,0.9584038257598877,32512,54,False,54,7984.0,2141.0,292.0,4445.0,986.0,42.0,13.0,65.0,26.0,7989.0,8016.0,73.0,760.0,152.0
64,success,True,324289118,324286588,324245963,0.3268856406211853,64,1583.9375100341686,40,24,324314517,324354141,0.9044986963272095,0.9588810205459595,32512,54,False,54,7999.0,2122.0,294.0,4446.0,982.0,42.0,26.0,87.0,31.0,8003.0,8035.0,45.0,771.0,164.0
65,success,True,329281149,329278588,329237963,0.3185620605945587,64,2307.985221656037,40,24,329306548,329346172,0.9034784436225891,0.9579645991325378,32512,54,False,54,8233.0,2349.0,294.0,4470.0,1001.0,41.0,12.0,66.0,36.0,8236.0,8272.0,41.0,804.0,153.0
66,timing_failed,False,-1,334270588,334229963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1708.0,1708.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,1709.0,1745.0,0.0,0.0,0.0
67,success,True,339265276,339262588,339221963,0.3345702290534973,64,2312.248403528545,40,24,339290675,339330299,0.9100100994110107,0.9584961533546448,32512,54,False,54,8013.0,2120.0,302.0,4518.0,966.0,41.0,21.0,45.0,34.0,8017.0,8051.0,42.0,769.0,152.0
68,success,True,344257276,344254588,344213963,0.3214399814605713,64,1795.6678752228988,40,24,344282675,344322299,0.9106209874153137,0.9589555859565735,32512,54,False,54,7966.0,2113.0,295.0,4426.0,1004.0,42.0,12.0,74.0,28.0,7969.0,7997.0,60.0,773.0,168.0
69,timing_failed,False,-1,349246588,349205963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1719.0,1719.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1720.0,1745.0,0.0,0.0,0.0
70,success,True,354241358,354238588,354197963,0.3180282413959503,64,1784.8493263528133,40,24,354266757,354306381,0.9065459966659546,0.9592729806900024,32512,54,False,54,7849.0,2005.0,301.0,4434.0,993.0,41.0,12.0,63.0,30.0,7853.0,7884.0,41.0,777.0,174.0
71,success,True,359233387,359230588,359189963,0.284359335899353,64,1964.1330970306242,40,24,359258786,359298410,0.7850291132926941,0.9587876796722412,32512,54,False,54,8086.0,2054.0,420.0,4485.0,1008.0,43.0,12.0,64.0,31.0,8090.0,8122.0,47.0,795.0,163.0
72,success,True,364225425,364222588,364181963,0.28420090675354004,64,1962.4782542603593,40,24,364250824,364290448,0.7965412735939026,0.9590979814529419,32512,54,False,54,7882.0,2056.0,296.0,4419.0,997.0,42.0,25.0,47.0,30.0,7886.0,7916.0,43.0,800.0,151.0
73,success,True,369217482,369214588,369173963,0.3254823684692383,64,1679.279425003106,40,24,369242881,369282505,0.8906919956207275,0.958968997001648,32512,54,False,54,7923.0,2067.0,303.0,4461.0,975.0,41.0,12.0,64.0,30.0,7928.0,7958.0,38.0,784.0,151.0
74,success,True,374209530,374206588,374165963,0.27820295095443726,64,2112.49846006022,40,24,374234929,374274553,0.7826439142227173,0.9588718414306641,32512,54,False,54,7814.0,1999.0,299.0,4427.0,973.0,42.0,27.0,47.0,442.0,7819.0,8261.0,39.0,779.0,153.0
75,success,True,379201547,379198588,379157963,0.3330206274986267,64,1702.8066604830383,40,24,379226946,379266570,0.9051700234413147,0.9590632915496826,32512,54,False,54,7862.0,2081.0,298.0,4426.0,940.0,41.0,30.0,46.0,29.0,7866.0,7896.0,38.0,749.0,152.0
76,success,True,384193574,384190588,384149963,0.31103190779685974,64,1654.41874759026,40,24,384218973,384258597,0.8654155731201172,0.9589285254478455,32512,54,False,54,7886.0,2074.0,296.0,4421.0,978.0,41.0,30.0,46.0,27.0,7891.0,7918.0,39.0,775.0,163.0
77,success,True,389185659,389182588,389141963,0.2800990641117096,64,1987.6626785297879,40,24,389211058,389250682,0.7724326848983765,0.9588416814804077,32512,54,False,54,7838.0,1998.0,295.0,4459.0,955.0,42.0,12.0,77.0,27.0,7841.0,7869.0,38.0,764.0,151.0
78,success,True,394177715,394174588,394133963,0.3360375165939331,64,1721.4201714473054,40,24,394203114,394242738,0.9111785888671875,0.9589203000068665,32512,54,False,54,9514.0,2138.0,322.0,5948.0,967.0,41.0,12.0,86.0,27.0,9518.0,9546.0,42.0,770.0,152.0
79,success,True,399169742,399166588,399125963,0.3061853349208832,64,2029.969263068214,40,24,399195141,399234765,0.8840422630310059,0.9586674571037292,32512,54,False,54,7992.0,2187.0,301.0,4414.0,971.0,41.0,31.0,47.0,30.0,7997.0,8027.0,40.0,764.0,165.0
80,success,True,404161800,404158588,404117963,0.3121165931224823,64,1787.373985690405,40,24,404187199,404226823,0.8632957339286804,0.9587255716323853,32512,54,False,54,8194.0,2191.0,294.0,4466.0,1122.0,42.0,30.0,49.0,33.0,8197.0,8231.0,38.0,929.0,152.0
81,success,True,409153805,409150588,409109963,0.3182010352611542,64,1790.2979179223423,40,24,409179204,409218828,0.9062591195106506,0.9588934779167175,32512,54,False,54,8882.0,2098.0,297.0,5438.0,936.0,41.0,11.0,61.0,26.0,8888.0,8914.0,41.0,743.0,150.0
82,success,True,414145852,414142588,414101963,0.281708687543869,64,2059.2485028068945,40,24,414171251,414210875,0.7895706295967102,0.958704948425293,32512,54,False,54,8055.0,2181.0,298.0,4375.0,1084.0,42.0,11.0,64.0,27.0,8059.0,8086.0,41.0,890.0,151.0
83,success,True,419137880,419134588,419093963,0.28879424929618835,64,1849.7271643375027,40,24,419163279,419202903,0.8372398614883423,0.9587820768356323,32512,54,False,54,7991.0,2081.0,299.0,4524.0,958.0,41.0,12.0,76.0,27.0,7996.0,8024.0,43.0,763.0,151.0
84,success,True,424129921,424126588,424085963,0.314382404088974,64,2027.3563257334142,40,24,424155320,424194944,0.9103413224220276,0.9584702849388123,32512,54,False,54,7767.0,2009.0,300.0,4391.0,950.0,41.0,13.0,63.0,65.0,7772.0,7837.0,40.0,758.0,150.0
85,success,True,429122026,429118588,429077963,0.2972325384616852,64,1728.7058359862517,40,24,429147425,429187049,0.8194580078125,0.9585006237030029,32512,54,False,54,8164.0,2162.0,303.0,4538.0,1041.0,43.0,12.0,65.0,25.0,8168.0,8194.0,43.0,831.0,165.0
86,success,True,434114060,434110588,434069963,0.32432642579078674,64,1876.9012947262438,40,24,434139459,434179083,0.9023599028587341,0.9584571123123169,32512,54,False,54,7897.0,2039.0,302.0,4451.0,980.0,41.0,30.0,54.0,29.0,7902.0,7932.0,39.0,785.0,154.0
87,success,True,439106075,439102588,439061963,0.3153543174266815,64,2143.952650815943,40,24,439131474,439171098,0.8673901557922363,0.9586235284805298,32512,54,False,54,8024.0,2102.0,305.0,4517.0,975.0,42.0,34.0,49.0,27.0,8028.0,8055.0,47.0,770.0,155.0
88,success,True,444098113,444094588,444053963,0.28450480103492737,64,1771.847421798259,40,24,444123512,444163136,0.8187384605407715,0.9585281610488892,32512,54,False,54,7828.0,1963.0,302.0,4447.0,988.0,50.0,28.0,50.0,26.0,7833.0,7859.0,40.0,793.0,153.0
89,success,True,449090167,449086588,449045963,0.30919405817985535,64,1658.93629052014,40,24,449115566,449155190,0.8714823722839355,0.9587830305099487,32512,54,False,54,7941.0,2109.0,302.0,4453.0,958.0,41.0,12.0,66.0,30.0,7946.0,7977.0,41.0,761.0,154.0
90,success,True,454082181,454078588,454037963,0.32529905438423157,64,2054.2497743056974,40,24,454107580,454147204,0.8886979818344116,0.9577406048774719,32512,54,False,54,11763.0,2141.0,301.0,8239.0,963.0,42.0,31.0,46.0,26.0,11769.0,11796.0,47.0,759.0,155.0
91,success,True,459074241,459070588,459029963,0.26959916949272156,64,1753.4199553178323,40,24,459099640,459139264,0.7852988839149475,0.9579328894615173,32512,54,False,54,8064.0,1989.0,299.0,4472.0,1181.0,44.0,12.0,67.0,28.0,8068.0,8096.0,40.0,986.0,152.0
92,success,True,464066336,464062588,464021963,0.3317919075489044,64,2130.144606418272,40,24,464091735,464131359,0.9074349403381348,0.9584376215934753,32512,54,False,54,7990.0,2039.0,294.0,4553.0,986.0,42.0,12.0,64.0,29.0,7995.0,8025.0,38.0,791.0,155.0
93,timing_failed,False,-1,469054588,469013963,0.0,0,0.0,0,0,-1,-1,0.0,0.0,-1,0,False,0,1712.0,1712.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1713.0,1742.0,0.0,0.0,0.0
94,success,True,474050371,474046588,474005963,0.2983560860157013,64,1675.9226552752702,40,24,474075770,474115394,0.8811442852020264,0.9583688378334045,32512,54,False,54,7951.0,2099.0,297.0,4492.0,949.0,42.0,27.0,45.0,34.0,7955.0,7990.0,43.0,753.0,151.0
95,success,True,479042395,479038588,478997963,0.3048412799835205,64,1613.1186832684623,40,24,479067794,479107418,0.8769616484642029,0.9580191969871521,32512,54,False,54,8069.0,2179.0,301.0,4535.0,937.0,42.0,11.0,64.0,30.0,8072.0,8102.0,40.0,744.0,151.0
96,success,True,484034435,484030588,483989963,0.3019048273563385,64,1759.4776138451907,40,24,484059834,484099458,0.8306480646133423,0.9581519365310669,32512,54,False,54,8018.0,1979.0,301.0,4662.0,961.0,42.0,11.0,62.0,28.0,8023.0,8052.0,41.0,760.0,159.0
97,success,True,489026507,489022588,488981963,0.3203805088996887,64,1638.6916714511149,40,24,489051906,489091530,0.8991940021514893,0.9576379656791687,32512,54,False,54,8022.0,2150.0,301.0,4401.0,1053.0,41.0,12.0,64.0,28.0,8026.0,8055.0,42.0,856.0,153.0
