packet_id,status,fcs,det_start,pred_start,win_start,timing_metric,timing_peaks,cfo_hz,cfo_peaks_used,cfo_skipped_peaks,cfo_fit_first_peak,cfo_fit_last_peak,sfd_metric,ns_sfd_metric,ns_sfd_start,phr_len,phr_unc,payload_n,t_total_us,t_timing_us,t_cfo_us,t_sfd_us,t_cir_us,t_ns_sfd_us,t_phr_us,t_payload_us,t_queue_us,t_demod_lat_us,t_wall_lat_us,t_cir_est_us,t_cir_soft_us,t_cir_post_us
0,success,True,4798359,4798588,4757963,0.3212985396385193,64,1720.9350701711392,40,24,4823758,4863382,0.8961600065231323,0.9504836201667786,32512,54,False,54,10297.0,2954.0,906.0,4817.0,1510.0,49.0,13.0,48.0,38.0,10307.0,10345.0,75.0,1144.0,287.0
1,success,True,9790424,9790588,9749963,0.29171639680862427,64,1795.693360729696,40,24,9815823,9855447,0.8166065216064453,0.9500027298927307,32512,54,False,54,12349.0,5216.0,935.0,4729.0,1361.0,49.0,12.0,47.0,37.0,12354.0,12392.0,44.0,1030.0,284.0
2,success,True,14782497,14782588,14741963,0.30492261052131653,64,1767.4115250314783,40,24,14807896,14847520,0.8733616471290588,0.9495673775672913,32512,54,False,54,8659.0,2659.0,301.0,4615.0,964.0,56.0,12.0,52.0,30.0,8664.0,8694.0,47.0,760.0,155.0
3,success,True,19774497,19774588,19733963,0.28618699312210083,64,1718.4283072321393,40,24,19799896,19839520,0.7991725206375122,0.9502339363098145,32512,54,False,54,8938.0,2824.0,323.0,4627.0,1008.0,68.0,14.0,74.0,31.0,8961.0,8993.0,47.0,777.0,182.0
4,success,True,24766628,24766588,24725963,0.31530120968818665,64,1561.5911957362514,40,24,24792027,24831651,0.9021921157836914,0.9498761892318726,32512,54,False,54,18004.0,3402.0,1320.0,9893.0,1828.0,53.0,12.0,1496.0,63.0,18007.0,18071.0,47.0,1482.0,295.0
5,success,True,29758677,29758588,29717963,0.31691214442253113,64,1977.996433560789,40,24,29784076,29823700,0.8852660059928894,0.9500508904457092,32512,54,False,54,8571.0,2566.0,301.0,4634.0,964.0,42.0,12.0,52.0,34.0,8575.0,8610.0,46.0,763.0,153.0
6,success,True,34750607,34750588,34709963,0.27035945653915405,64,1858.8652158810874,40,24,34776006,34815630,0.77507483959198,0.9501811265945435,32512,54,False,54,11131.0,2757.0,305.0,6644.0,1255.0,83.0,15.0,72.0,67.0,11135.0,11202.0,56.0,1023.0,173.0
7,success,True,39742706,39742588,39701963,0.317039430141449,64,1659.5075240422873,40,24,39768105,39807729,0.8975149989128113,0.9502597451210022,32512,54,False,54,8645.0,2631.0,303.0,4625.0,976.0,42.0,12.0,56.0,30.0,8650.0,8681.0,46.0,776.0,153.0
8,success,True,44734707,44734588,44693963,0.30354905128479004,64,1652.4716272915855,40,24,44760106,44799730,0.8571189641952515,0.9502260684967041,32512,54,False,54,10357.0,4432.0,314.0,4530.0,975.0,42.0,20.0,44.0,31.0,10362.0,10393.0,46.0,774.0,153.0
9,success,True,49726818,49726588,49685963,0.27143365144729614,64,1810.0551930699846,40,24,49752217,49791841,0.7861024737358093,0.9501979947090149,32512,54,False,54,13494.0,2714.0,326.0,9308.0,1040.0,42.0,19.0,45.0,30.0,13500.0,13530.0,45.0,831.0,162.0
10,success,True,54718814,54718588,54677963,0.3085869252681732,64,1925.896545481595,40,24,54744213,54783837,0.9041869044303894,0.9498867988586426,32512,54,False,54,8527.0,2674.0,307.0,4461.0,979.0,41.0,20.0,45.0,26.0,8532.0,8559.0,42.0,782.0,153.0
11,success,True,59710875,59710588,59669963,0.28590381145477295,64,1487.7396272054057,40,24,59736274,59775898,0.8197079300880432,0.9502972960472107,32512,54,False,54,10236.0,3624.0,318.0,5209.0,978.0,41.0,12.0,54.0,29.0,10240.0,10270.0,42.0,782.0,153.0
12,success,True,64702963,64702588,64661963,0.3187904357910156,64,2415.4024073724167,40,24,64728362,64767986,0.8967378735542297,0.9492220878601074,32512,54,False,54,8870.0,2622.0,300.0,4794.0,1021.0,54.0,14.0,65.0,33.0,8873.0,8907.0,50.0,789.0,180.0
13,success,True,69694959,69694588,69653963,0.32651081681251526,64,1936.2376862478006,40,24,69720358,69759982,0.9036521911621094,0.949436366558075,32512,54,False,54,8630.0,2750.0,325.0,4445.0,973.0,41.0,13.0,83.0,29.0,8634.0,8664.0,60.0,759.0,153.0
14,success,True,74687008,74686588,74645963,0.28364357352256775,64,1707.8094080631647,40,24,74712407,74752031,0.8174945712089539,0.9496483206748962,32512,54,False,54,8588.0,2710.0,305.0,4478.0,987.0,42.0,13.0,53.0,43.0,8593.0,8636.0,41.0,776.0,167.0
15,success,True,79679047,79678588,79637963,0.30411824584007263,64,2042.9544437384416,40,24,79704446,79744070,0.887606680393219,0.9496607780456543,32512,54,False,54,8765.0,2817.0,328.0,4531.0,968.0,42.0,11.0,68.0,33.0,8770.0,8803.0,45.0,769.0,153.0
16,success,True,84671095,84670588,84629963,0.31989043951034546,64,1946.3936235553963,40,24,84696494,84736118,0.9041464328765869,0.9497926235198975,32512,54,False,54,9365.0,2667.0,302.0,5215.0,989.0,76.0,17.0,99.0,31.0,9370.0,9402.0,48.0,787.0,153.0
17,success,True,89663161,89662588,89621963,0.3112221956253052,64,1847.4237093838676,40,24,89688560,89728184,0.8617922067642212,0.9496690034866333,32512,54,False,54,10019.0,2634.0,903.0,5109.0,1263.0,51.0,12.0,47.0,33.0,10022.0,10055.0,46.0,913.0,302.0
18,success,True,94655171,94654588,94613963,0.31405457854270935,64,1804.3361197129936,40,24,94680570,94720194,0.9026118516921997,0.9495651721954346,32512,54,False,54,14639.0,2881.0,342.0,9736.0,1571.0,43.0,12.0,54.0,29.0,14645.0,14674.0,62.0,812.0,695.0
19,success,True,99647171,99646588,99605963,0.2917177975177765,64,2197.7775462167083,40,24,99672570,99712194,0.8093082308769226,0.9489380121231079,32512,54,False,54,8671.0,2835.0,302.0,4466.0,958.0,41.0,23.0,46.0,27.0,8676.0,8704.0,42.0,761.0,153.0
20,success,True,104639226,104638588,104597963,0.31171944737434387,64,2203.7976474211637,40,24,104664625,104704249,0.885125994682312,0.9499618411064148,32512,54,False,54,8669.0,2687.0,306.0,4528.0,1037.0,43.0,21.0,47.0,30.0,8672.0,8702.0,47.0,831.0,156.0
21,success,True,109631281,109630588,109589963,0.3113618493080139,64,2064.3661322826756,40,24,109656680,109696304,0.8815129995346069,0.9493685364723206,32512,54,False,54,9582.0,2908.0,324.0,5239.0,985.0,43.0,35.0,48.0,51.0,9586.0,9638.0,43.0,787.0,153.0
22,success,True,114623329,114622588,114581963,0.2750183641910553,64,2044.1654016048333,40,24,114648728,114688352,0.7822230458259583,0.9498612284660339,32512,54,False,54,9298.0,3055.0,311.0,4791.0,1023.0,43.0,27.0,48.0,48.0,9302.0,9351.0,58.0,808.0,153.0
23,success,True,119615364,119614588,119573963,0.3238498866558075,64,1800.4964384271545,40,24,119640763,119680387,0.901107132434845,0.9504503011703491,32512,54,False,54,8602.0,2700.0,297.0,4494.0,994.0,42.0,28.0,47.0,29.0,8606.0,8635.0,43.0,796.0,153.0
24,success,True,124607464,124606588,124565963,0.3254376947879791,64,2111.3268016882557,40,24,124632863,124672487,0.9029685258865356,0.9505647420883179,32512,54,False,54,8995.0,2838.0,315.0,4659.0,1066.0,42.0,12.0,63.0,30.0,8998.0,9029.0,45.0,866.0,153.0
25,success,True,129599466,129598588,129557963,0.2706165313720703,64,1870.7048803003167,40,24,129624865,129664489,0.7578549385070801,0.9507889151573181,32512,54,False,54,9119.0,2760.0,350.0,4618.0,1243.0,50.0,14.0,84.0,34.0,9124.0,9158.0,45.0,1003.0,193.0
26,success,True,134591463,134590588,134549963,0.2872660160064697,64,1814.8987569422075,40,24,134616862,134656486,0.8226826786994934,0.9512899518013,32512,54,False,54,8757.0,2752.0,305.0,4618.0,966.0,43.0,26.0,47.0,26.0,8761.0,8787.0,51.0,759.0,153.0
27,success,True,139583509,139582588,139541963,0.29075753688812256,64,2017.244178416539,40,24,139608908,139648532,0.8151060938835144,0.9514612555503845,32512,54,False,54,8507.0,2625.0,297.0,4513.0,964.0,43.0,21.0,44.0,31.0,8511.0,8542.0,47.0,762.0,152.0
28,success,True,144575581,144574588,144533963,0.3160945475101471,64,1793.4358244894229,40,24,144600980,144640604,0.8654954433441162,0.9521421194076538,32512,54,False,54,8759.0,2802.0,313.0,4524.0,1011.0,42.0,12.0,55.0,70.0,8762.0,8833.0,44.0,779.0,186.0
29,success,True,149567642,149566588,149525963,0.3199514150619507,64,1678.9972521844832,40,24,149593041,149632665,0.9048323631286621,0.9523331522941589,32512,54,False,54,8729.0,2734.0,299.0,4535.0,1051.0,42.0,12.0,56.0,34.0,8734.0,8768.0,43.0,853.0,153.0
30,success,True,154559663,154558588,154517963,0.278117835521698,64,1848.2160148255464,40,24,154585062,154624686,0.7677238583564758,0.9526073932647705,32512,54,False,54,8613.0,2606.0,294.0,4649.0,956.0,43.0,11.0,54.0,30.0,8617.0,8648.0,47.0,754.0,153.0
31,success,True,159551709,159550588,159509963,0.30850428342819214,64,1968.6086920584175,40,24,159577108,159616732,0.8918521404266357,0.953200101852417,32512,54,False,54,8722.0,2779.0,297.0,4526.0,1001.0,43.0,12.0,64.0,30.0,8726.0,8756.0,42.0,804.0,153.0
32,success,True,164543766,164542588,164501963,0.32524269819259644,64,2012.8090380819299,40,24,164569165,164608789,0.8772292137145996,0.953386664390564,32512,54,False,54,9036.0,2878.0,385.0,4643.0,989.0,42.0,11.0,88.0,29.0,9041.0,9070.0,51.0,784.0,152.0
33,success,True,169535818,169534588,169493963,0.318742573261261,64,2124.107497486356,40,24,169561217,169600841,0.8816326260566711,0.9536719918251038,32512,54,False,54,8596.0,2757.0,301.0,4453.0,971.0,42.0,26.0,46.0,48.0,8602.0,8651.0,41.0,774.0,154.0
