packet_id,status,fcs,det_start,pred_start,win_start,timing_metric,timing_peaks,cfo_hz,cfo_peaks_used,cfo_skipped_peaks,cfo_fit_first_peak,cfo_fit_last_peak,sfd_metric,sfd_final_det,sfd_initial_pred,sfd_boot_det,sfd_boot_first_valid_back,ns_sfd_metric,ns_sfd_start,phr_len,phr_unc,payload_n,t_total_us,t_timing_us,t_timing_coarse_us,t_timing_fine_track_us,t_resample_us,t_cfo_us,t_sfd_us,sfd_boot_windows,sfd_boot_coarse,sfd_boot_fine,sfd_final_windows,sfd_final_coarse,sfd_final_fine,t_cir_us,t_ns_sfd_us,t_phr_us,t_payload_us,t_queue_us,t_demod_lat_us,t_wall_lat_us,t_cir_est_us,t_cir_soft_us,t_cir_post_us
70,success,True,354241358,354238588,354197963,0.3180282413959503,64,1784.8493263528133,40,24,354266757,354306381,0.9065459966659546,354306382,354308414,354306382,2,0.9592729806900024,32512,54,False,54,4890.0,2438.0,1605.0,833.0,2109.0,299.0,1081.0,3,15,45,1,5,15,955.0,41.0,28.0,48.0,27.0,4893.0,4921.0,37.0,766.0,151.0
71,success,True,359233387,359230588,359189963,0.284359335899353,64,1964.1330970306242,40,24,359258786,359298410,0.7850291132926941,359298411,359298411,359298411,0,0.9587876796722412,32512,54,False,54,4261.0,2126.0,1436.0,690.0,2106.0,288.0,823.0,1,5,15,1,5,15,918.0,40.0,21.0,45.0,43.0,4266.0,4309.0,36.0,732.0,149.0
72,success,True,364225425,364222588,364181963,0.28420090675354004,64,1962.4782542603593,40,24,364250824,364290448,0.7965412735939026,364290449,364290449,364290449,0,0.9590979814529419,32512,54,False,54,4303.0,2133.0,1440.0,693.0,2143.0,293.0,826.0,1,5,15,1,5,15,935.0,41.0,11.0,64.0,34.0,4307.0,4341.0,37.0,745.0,151.0
73,success,True,369217482,369214588,369173963,0.3254823684692383,64,1679.279425003106,40,24,369242881,369282505,0.8906919956207275,369282506,369286570,369282506,4,0.958968997001648,32512,54,False,54,5071.0,2271.0,1456.0,815.0,2091.0,309.0,1388.0,5,25,75,1,5,15,981.0,44.0,12.0,66.0,22.0,5075.0,5098.0,40.0,774.0,165.0
74,success,True,374209530,374206588,374165963,0.27820295095443726,64,2112.49846006022,40,24,374234929,374274553,0.7826439142227173,374274554,374274554,374274554,0,0.9588718414306641,32512,54,False,54,4322.0,2138.0,1435.0,703.0,2129.0,300.0,817.0,1,5,15,1,5,15,964.0,41.0,18.0,44.0,23.0,4325.0,4349.0,36.0,775.0,151.0
75,success,True,379201547,379198588,379157963,0.3330206274986267,64,1702.8066604830383,40,24,379226946,379266570,0.9051700234413147,379266571,379266571,379266571,0,0.9590632915496826,32512,54,False,54,4666.0,2514.0,1586.0,928.0,2172.0,292.0,804.0,1,5,15,1,5,15,943.0,41.0,11.0,61.0,43.0,4669.0,4712.0,37.0,753.0,151.0
76,success,True,384193574,384190588,384149963,0.31103190779685974,64,1654.41874759026,40,24,384218973,384258597,0.8654155731201172,384258598,384261646,384258598,3,0.9589285254478455,32512,54,False,54,4830.0,2238.0,1424.0,813.0,2105.0,287.0,1262.0,4,20,60,1,5,15,941.0,40.0,20.0,42.0,34.0,4834.0,4868.0,38.0,753.0,149.0
77,success,True,389185659,389182588,389141963,0.2800990641117096,64,1987.6626785297879,40,24,389211058,389250682,0.7724326848983765,389250683,389250683,389250683,0,0.9588416814804077,32512,54,False,54,4271.0,2103.0,1403.0,699.0,2158.0,297.0,811.0,1,5,15,1,5,15,944.0,41.0,29.0,46.0,25.0,4275.0,4300.0,37.0,756.0,150.0
78,success,True,394177715,394174588,394133963,0.3360375165939331,64,1721.4201714473054,40,24,394203114,394242738,0.9111785888671875,394242739,394242739,394242739,0,0.9589203000068665,32512,54,False,54,4591.0,2317.0,1579.0,738.0,2081.0,299.0,864.0,1,5,15,1,5,15,993.0,42.0,12.0,64.0,22.0,4595.0,4618.0,37.0,800.0,154.0
79,success,True,399169742,399166588,399125963,0.3061853349208832,64,2029.969263068214,40,24,399195141,399234765,0.8840422630310059,399234766,399237814,399234766,3,0.9586674571037292,32512,54,False,54,5004.0,2275.0,1443.0,832.0,2093.0,294.0,1169.0,4,20,60,1,5,15,1151.0,41.0,28.0,46.0,31.0,5009.0,5040.0,39.0,954.0,155.0
80,success,True,404161800,404158588,404117963,0.3121165931224823,64,1787.373985690405,40,24,404187199,404226823,0.8632957339286804,404226824,404226824,404226824,0,0.9587255716323853,32512,54,False,54,4884.0,2259.0,1570.0,689.0,2104.0,417.0,995.0,1,5,15,1,5,15,1056.0,83.0,11.0,63.0,18.0,4888.0,4907.0,38.0,851.0,164.0
81,success,True,409153805,409150588,409109963,0.3182010352611542,64,1790.2979179223423,40,24,409179204,409218828,0.9062591195106506,409218829,409218829,409218829,0,0.9588934779167175,32512,54,False,54,4385.0,2214.0,1440.0,773.0,2137.0,294.0,824.0,1,5,15,1,5,15,938.0,41.0,11.0,63.0,22.0,4388.0,4410.0,37.0,747.0,152.0
82,success,True,414145852,414142588,414101963,0.281708687543869,64,2059.2485028068945,40,24,414171251,414210875,0.7895706295967102,414210876,414215956,414210876,5,0.958704948425293,32512,54,False,54,5096.0,2284.0,1412.0,872.0,2290.0,314.0,1410.0,6,30,90,1,5,15,959.0,55.0,11.0,63.0,29.0,5102.0,5132.0,40.0,763.0,155.0
83,success,True,419137880,419134588,419093963,0.28879424929618835,64,1849.7271643375027,40,24,419163279,419202903,0.8372398614883423,419202904,419202904,419202904,0,0.9587820768356323,32512,54,False,54,4503.0,2186.0,1400.0,785.0,2125.0,343.0,847.0,1,5,15,1,5,15,1010.0,42.0,12.0,63.0,27.0,4508.0,4536.0,48.0,809.0,151.0
84,success,True,424129921,424126588,424085963,0.314382404088974,64,2027.3563257334142,40,24,424155320,424194944,0.9103413224220276,424194945,424194945,424194945,0,0.9584702849388123,32512,54,False,54,4327.0,2170.0,1391.0,778.0,2139.0,296.0,811.0,1,5,15,1,5,15,934.0,41.0,11.0,64.0,32.0,4332.0,4365.0,37.0,744.0,152.0
85,success,True,429122026,429118588,429077963,0.2972325384616852,64,1728.7058359862517,40,24,429147425,429187049,0.8194580078125,429187050,429187050,429187050,0,0.9585006237030029,32512,54,False,54,4545.0,2206.0,1404.0,801.0,2356.0,296.0,962.0,1,5,15,1,5,15,948.0,41.0,46.0,46.0,29.0,4548.0,4578.0,37.0,758.0,152.0
86,success,True,434114060,434110588,434069963,0.32432642579078674,64,1876.9012947262438,40,24,434139459,434179083,0.9023599028587341,434179084,434179084,434179084,0,0.9584571123123169,32512,54,False,54,4279.0,2128.0,1437.0,691.0,2090.0,294.0,805.0,1,5,15,1,5,15,937.0,41.0,26.0,48.0,25.0,4282.0,4308.0,37.0,748.0,150.0
87,success,True,439106075,439102588,439061963,0.3153543174266815,64,2143.952650815943,40,24,439131474,439171098,0.8673901557922363,439171099,439171099,439171099,0,0.9586235284805298,32512,54,False,54,4277.0,2097.0,1418.0,679.0,2093.0,295.0,828.0,1,5,15,1,5,15,944.0,41.0,10.0,62.0,24.0,4281.0,4305.0,43.0,749.0,150.0
88,success,True,444098113,444094588,444053963,0.28450480103492737,64,1771.847421798259,40,24,444123512,444163136,0.8187384605407715,444163137,444165169,444163137,2,0.9585281610488892,32512,54,False,54,4744.0,2273.0,1456.0,816.0,2095.0,304.0,1039.0,3,15,45,1,5,15,1007.0,43.0,12.0,66.0,17.0,4747.0,4765.0,38.0,816.0,151.0
89,success,True,449090167,449086588,449045963,0.30919405817985535,64,1658.93629052014,40,24,449115566,449155190,0.8714823722839355,449155191,449155191,449155191,0,0.9587830305099487,32512,54,False,54,4483.0,2251.0,1440.0,811.0,2144.0,327.0,848.0,1,5,15,1,5,15,943.0,41.0,11.0,62.0,27.0,4487.0,4515.0,36.0,742.0,164.0
90,success,True,454082181,454078588,454037963,0.32529905438423157,64,2054.2497743056974,40,24,454107580,454147204,0.8886979818344116,454147205,454147205,454147205,0,0.9577406048774719,32512,54,False,54,4938.0,2310.0,1521.0,789.0,2381.0,349.0,909.0,1,5,15,1,5,15,1031.0,41.0,11.0,287.0,30.0,4942.0,4973.0,39.0,839.0,152.0
91,success,True,459074241,459070588,459029963,0.26959916949272156,64,1753.4199553178323,40,24,459099640,459139264,0.7852988839149475,459139265,459139265,459139265,0,0.9579328894615173,32512,54,False,54,4459.0,2263.0,1441.0,822.0,2140.0,303.0,825.0,1,5,15,1,5,15,945.0,42.0,33.0,48.0,27.0,4464.0,4492.0,39.0,750.0,155.0
92,success,True,464066336,464062588,464021963,0.3317919075489044,64,2130.144606418272,40,24,464091735,464131359,0.9074349403381348,464131360,464135424,464131360,4,0.9584376215934753,32512,54,False,54,4920.0,2273.0,1465.0,807.0,2155.0,310.0,1265.0,5,25,75,1,5,15,956.0,42.0,11.0,63.0,28.0,4922.0,4951.0,37.0,766.0,151.0
93,success,True,469058367,469054588,469013963,0.296345591545105,64,1959.9150247513726,40,24,469083766,469123390,0.7975947260856628,469123391,469123391,469123391,0,0.9583426713943481,32512,54,False,54,4491.0,2271.0,1547.0,723.0,2191.0,298.0,814.0,1,5,15,1,5,15,986.0,43.0,13.0,66.0,30.0,4496.0,4526.0,37.0,786.0,160.0
94,success,True,474050371,474046588,474005963,0.2983560860157013,64,1675.9226552752702,40,24,474075770,474115394,0.8811442852020264,474115395,474118443,474115395,3,0.9583688378334045,32512,54,False,54,4686.0,2231.0,1426.0,805.0,2094.0,300.0,1131.0,4,20,60,1,5,15,919.0,40.0,10.0,55.0,29.0,4690.0,4720.0,48.0,720.0,150.0
95,success,True,479042395,479038588,478997963,0.3048412799835205,64,1613.1186832684623,40,24,479067794,479107418,0.8769616484642029,479107419,479107419,479107419,0,0.9580191969871521,32512,54,False,54,4446.0,2277.0,1437.0,840.0,2181.0,295.0,819.0,1,5,15,1,5,15,941.0,41.0,27.0,46.0,27.0,4449.0,4477.0,36.0,752.0,151.0
96,success,True,484034435,484030588,483989963,0.3019048273563385,64,1759.4776138451907,40,24,484059834,484099458,0.8306480646133423,484099459,484099459,484099459,0,0.9581519365310669,32512,54,False,54,4985.0,2498.0,1588.0,909.0,2103.0,295.0,902.0,1,5,15,1,5,15,1167.0,43.0,30.0,50.0,22.0,4990.0,5013.0,57.0,907.0,202.0
97,success,True,489026507,489022588,488981963,0.3203805088996887,64,1638.6916714511149,40,24,489051906,489091530,0.8991940021514893,489091531,489091531,489091531,0,0.9576379656791687,32512,54,False,54,4281.0,2150.0,1404.0,746.0,2102.0,291.0,818.0,1,5,15,1,5,15,912.0,41.0,10.0,59.0,29.0,4286.0,4316.0,36.0,724.0,150.0
